control_id,priority,resource_kind,adapter_kind,parameter,parameter_kind,value_type,expected_value,title,description,source_ref,remediation_text,read_recipe
vm.efi-boot-types,P2,VirtualMachine,VMWARE,bios.bootDeviceClasses,advanced_setting,string,allow:hd,Virtual machines must prevent booting from unauthorized sources.,"Unauthorized access to a virtual machine may occur when its primary boot volume is unavailable, and the EFI firmware seeks alternative boot sources, such as network boot. This can be mitigated through network controls, as well as with the advanced parameters bios.bootDeviceClasses, bios.bootOrder, and bios.hddOrder.

bios.bootDeviceClasses has the format ""allow:XXXX"" or ""deny:XXXX"" where XXXX is a comma-delimited list of boot classes. Boot classes are net (network PXE boot), usb (from attached USB devices), pcmcia (PCMCIA expansion cards, not used nowadays), cd (from attached virtual CD/DVD devices), hd (from attached virtual hard disks), fd (from attached virtual floppy devices), reserved (from unknown devices), efishell (into the EFI shell), all, or any (same as all).

Use of allow or deny also implicitly states the opposite. For example, deny:all disallows all boot, deny:net disallows network boot but allows all others, allow:hd allows only hd boot denies all others, allow:hd,cd allows hd then cd device boot and denies all others.

New virtual machines may require CD/DVD boot, and some dynamic environments, such as labs, may use network boot, and those environments should be set accordingly and have the rationale documented.",SCG-8.0:vm-8.efi-boot-types,"Get-VM -Name $VM | Get-AdvancedSetting bios.bootDeviceClasses | Set-AdvancedSetting -Value ""allow:hd""",
vm.ft-encrypted,P1,VirtualMachine,VMWARE,config.ftEncryptionMode,vim_property,string,ftEncryptionRequired,Virtual machines must require encryption for Fault Tolerance.,"Requiring encryption for Fault Tolerance in VMs ensures secure data transmission. While the default 'opportunistic' encryption likely results in encryption due to ubiquitous AES-NI support in vSphere-compatible hardware, enforcing 'required' encryption guarantees no unencrypted operations.",SCG-8.0:vm-8.ft-encrypted,"$VMview = Get-VM -Name $VM | Get-View ; $ConfigSpec = New-Object VMware.Vim.VirtualMachineConfigSpec ; $ConfigSpec.FtEncryptionMode = New-object VMware.Vim.VirtualMachineConfigSpecEncryptedFtModes ; $ConfigSpec.FtEncryptionMode = ""ftEncryptionRequired"" ; $VMview.ReconfigVM_Task($ConfigSpec)",scalar:config.ftEncryptionMode
vm.isolation-device-connectable-deactivate,P2,VirtualMachine,VMWARE,isolation.device.connectable.disable,advanced_setting,string,TRUE or Undefined,"Virtual machines must prevent unauthorized removal, connection and modification of devices.","Preventing unauthorized device modifications in virtual machines blocks non-admin users or processes from connecting, disconnecting, or adjusting device settings. This measure curbs unauthorized access and operation disruption, reducing denial of service risks, as well as some avenues for exfiltrating data.",SCG-8.0:vm-8.isolation-device-connectable-deactivate,Get-VM -Name $VM | Get-AdvancedSetting -Name isolation.device.connectable.disable | Remove-AdvancedSetting,
vm.isolation-tools-dnd-deactivate,P2,VirtualMachine,VMWARE,isolation.tools.dnd.disable,advanced_setting,string,TRUE or Undefined,Virtual machines must have console drag and drop operations deactivated.,"Deactivating drag and drop operations in a virtual machine's console stops users from transferring data between the VM and the local client, regardless of the console type, enhancing data security.",SCG-8.0:vm-8.isolation-tools-dnd-deactivate,Get-VM -Name $VM | Get-AdvancedSetting -Name isolation.tools.dnd.disable | Remove-AdvancedSetting,
vm.limit-console-connections,P0,VirtualMachine,VMWARE,RemoteDisplay.maxConnections,advanced_setting,integer,1,Virtual machines must limit console sharing.,"Limiting VM console sharing to one user prevents multiple observers, enhancing security. However, this might inadvertently create a potential pathway for service denial.",SCG-8.0:vm-8.limit-console-connections,Get-VM -Name $VM | Get-AdvancedSetting RemoteDisplay.maxConnections | Set-AdvancedSetting -Value 1,
vm.limit-setinfo-size,P2,VirtualMachine,VMWARE,tools.setInfo.sizeLimit,advanced_setting,string,1048576 or Undefined,Virtual machines must limit informational messages from the virtual machine to the VMX file.,Limiting VM informational messages to the VMX file prevents it from exceeding its default size of 1MB. This control prevents potential denial of service situations that could arise if the datastore becomes full.,SCG-8.0:vm-8.limit-setinfo-size,Get-VM -Name $VM | Get-AdvancedSetting -Name tools.setInfo.sizeLimit | Remove-AdvancedSetting,
vm.log-enable,P2,VirtualMachine,VMWARE,config.flags.enableLogging,vim_property,boolean,true,Virtual machines must enable diagnostic logging.,Diagnostic logging for virtual machines helps with forensics and troubleshooting.,SCG-8.0:vm-8.log-enable,$VMview = Get-VM -Name $VM | Get-View ; $ConfigSpec = New-Object VMware.Vim.VirtualMachineConfigSpec ; $ConfigSpec.Flags = New-Object VMware.Vim.VirtualMachineFlagInfo ; $ConfigSpec.Flags.EnableLogging = $true ; $VMview.ReconfigVM_Task($ConfigSpec),bool:config.flags.enableLogging
vm.log-retention,P2,VirtualMachine,VMWARE,log.keepOld,advanced_setting,string,10 or Undefined,Virtual machines must limit the number of retained diagnostic logs.,"By restricting the quantity of retained diagnostic logs, we can avoid filling up the datastore without compromising diagnostic functionality.",SCG-8.0:vm-8.log-retention,Get-VM -Name $VM | Get-AdvancedSetting -Name log.keepOld | Remove-AdvancedSetting,
vm.log-rotation-size,P2,VirtualMachine,VMWARE,log.rotateSize,advanced_setting,string,2048000 or Undefined,Virtual machines must limit the size of diagnostic logs.,"Limiting the size of diagnostic logs on VMs prevents excessive space consumption, particularly on long-running VMs. As per VMware guidelines, the recommended minimum limit is 2MB.",SCG-8.0:vm-8.log-rotation-size,Get-VM -Name $VM | Get-AdvancedSetting -Name log.rotateSize | Remove-AdvancedSetting,
vm.pci-passthrough,P0,VirtualMachine,VMWARE,config.hardware.device.absent.VirtualPCIPassthrough,vim_property,boolean,true,Virtual machines must limit PCI device passthrough functionality.,"DirectPath I/O features enable VMs to directly access system hardware, impacting risk mitigation tools like vMotion, DRS, and High Availability. It also potentially gives attackers privileged hardware access. Ensure only necessary VMs have this privilege, compensating with guest OS security controls.",SCG-8.0:vm-8.pci-passthrough,Get-VM -Name $VM | Get-PassthroughDevice | Remove-PassthroughDevice,vm_hardware_device_absent:config.hardware.device.VirtualPCIPassthrough
vm.remove-unnecessary-devices,P0,VirtualMachine,VMWARE,,powercli_only,string,Not Present,Virtual machines must remove unnecessary virtual hardware.,"Eliminate unnecessary virtual hardware from VMs to reduce potential attack surfaces. Rarely-used ports, temporary CD/DVD drives, and hardware introduced via migrations could be vulnerable. Removing these decreases risk of software introduction or data exfiltration from a protected environment.",SCG-8.0:vm-8.remove-unnecessary-devices,N/A,
vm.restrict-host-info,P2,VirtualMachine,VMWARE,tools.guestlib.enableHostInfo,advanced_setting,string,FALSE or Undefined,Virtual machines must not be able to obtain host information from the hypervisor.,"Preventing VMs from obtaining host information from the hypervisor mitigates risk of advanced attacks, as it denies adversaries crucial details about the physical host.",SCG-8.0:vm-8.restrict-host-info,Get-VM -Name $VM | Get-AdvancedSetting tools.guestlib.enableHostInfo | Remove-AdvancedSetting,
vm.transparentpagesharing-inter-vm-enabled,P2,VirtualMachine,VMWARE,sched.mem.pshare.salt,advanced_setting,string,Not Present,Virtual machines must restrict sharing of memory pages between VMs.,"Transparent Page Sharing (TPS) reduces VM memory footprint but could enable unauthorized data access in some very limited conditions. To bolster security, VMs should be configured with the sched.mem.pshare.salt option, preventing memory sharing with other VMs.",SCG-8.0:vm-8.transparentpagesharing-inter-vm-enabled,Get-VM -Name $VM | Get-AdvancedSetting -Name sched.mem.pshare.salt | Remove-AdvancedSetting,
vm.vmotion-encrypted,P1,VirtualMachine,VMWARE,config.migrateEncryption,vim_property,string,required,Virtual machines must require encryption for vMotion.,"Requiring encryption for vMotion in virtual machines guarantees secure data transfer. The default 'opportunistic' encryption likely results in encryption due to widespread AES-NI support in vSphere-compatible hardware. However, enforcing 'required' encryption prevents any unencrypted operations.",SCG-8.0:vm-8.vmotion-encrypted,"$VMview = Get-VM -Name $VM | Get-View ; $ConfigSpec = New-Object VMware.Vim.VirtualMachineConfigSpec ; $ConfigSpec.MigrateEncryption = New-Object VMware.Vim.VirtualMachineConfigSpecEncryptedVMotionModes ; $ConfigSpec.MigrateEncryption = ""required"" ; $VMview.ReconfigVM_Task($ConfigSpec)",scalar:config.migrateEncryption
vm.vmrc-lock,P0,VirtualMachine,VMWARE,tools.guest.desktop.autolock,advanced_setting,boolean,TRUE,Virtual machines must be configured to lock when the last console connection is closed.,Locking virtual machines when the last console connection closes can prevent potential unauthorized access from attackers exploiting logged-in console sessions.,SCG-8.0:vm-8.vmrc-lock,Get-VM -Name $VM | Get-AdvancedSetting -Name tools.guest.desktop.autolock | Set-AdvancedSetting -Value $true,
cluster.data-at-rest,P0,ClusterComputeResource,VMWARE,,manual_audit,string,Enabled,vSAN must protect data at rest.,"vSAN Data-at-Rest encryption helps maintain the confidentiality of sensitive data while it resides on storage devices and reduce the risk of unauthorized access or exposure in the event of physical theft or loss. This configuration parameter can be altered while the cluster is operational. Enabling data-at-rest protections will reformat disk groups (for vSAN OSA) and rewrite stored objects (for vSAN ESA), which may take considerable time, but it will be done in the background. Workloads do not need to be powered off. vSAN ESA 8.0.2 introduced the ability to enable data-at-rest protections on an existing vSAN ESA datastore; vSAN ESA 8.0.3 introduced the ability to disable it again. It is recommended that you run the latest version of vSAN if using ESA.",SCG-8.0:vsan-8.data-at-rest,N/A,
cluster.data-in-transit,P0,ClusterComputeResource,VMWARE,,manual_audit,string,Enabled,vSAN must protect storage-related network communications.,"vSAN Data-in-Transit encryption helps ensure that sensitive data remains confidential while traversing the network, reducing the risk of unauthorized access or interception. This configuration parameter can be altered while the cluster is operational.",SCG-8.0:vsan-8.data-in-transit,N/A,
cluster.file-services-access-control-nfs,P0,ClusterComputeResource,VMWARE,,manual_audit,string,Customize Net Access,NFS file shares on vSAN File Services must be configured to restrict access.,"When configuring an NFS file share the ""Customize net access"" option should be selected with a restrictive set of permissions configured.",SCG-8.0:vsan-8.file-services-access-control-nfs,N/A,
cluster.file-services-authentication-smb,P0,ClusterComputeResource,VMWARE,,manual_audit,string,Enabled,SMB file shares on vSAN File Services must accept only encrypted SMB authentication communications.,When configuring an SMB file share the Protocol Encryption option must be enabled.,SCG-8.0:vsan-8.file-services-authentication-smb,N/A,
cluster.force-provisioning,P2,ClusterComputeResource,VMWARE,,manual_audit,string,Disabled,vSAN must not provision storage when storage policy requirements cannot be met.,"If the storage policy ""Force Provisioning"" option is set to Yes, the object is provisioned even if the Failures to tolerate, Number of disk stripes per object, and Flash read cache reservation policies specified in the storage policy cannot be satisfied by the datastore. While this might be helpful in bootstrapping scenarios and during an outage when standard provisioning is no longer possible, normal operations should not permit storage policy violations.",SCG-8.0:vsan-8.force-provisioning,N/A,
cluster.iscsi-mutual-chap,P0,ClusterComputeResource,VMWARE,,manual_audit,string,Enabled,vSAN iSCSI target must enable bidirectional/mutual CHAP authentication.,"Mutual CHAP provides an additional layer of protection by requiring both the initiator (client) and the target (server) to verify their identities to each other, thereby ensuring data transmitted between the two is not intercepted or altered by unauthorized entities.",SCG-8.0:vsan-8.iscsi-mutual-chap,N/A,
cluster.object-checksum,P2,ClusterComputeResource,VMWARE,vsanConfig.objectChecksumEnabled,vim_property,boolean,false,vSAN must calculate object checksums to protect data integrity.,"vSAN uses end-to-end checksum to ensure the integrity of data by confirming that each copy of a file is exactly the same as the source file. The system checks the validity of the data during read/write operations, and if an error is detected, vSAN repairs the data or reports the error. Integrity problems cannot be detected if the vSAN policy disables checksums. For vSAN Express Storage Architecture, object checksums are always computed, and cannot be deactivated.",SCG-8.0:vsan-8.object-checksum,N/A,bool:configurationEx.vsanConfigInfo.defaultConfig.checksumEnabled
cluster.operations-reserve,P0,ClusterComputeResource,VMWARE,,manual_audit,string,Enabled,vSAN must reserve space to complete internal maintenance operations.,vSAN Operations Reserve capacity setting helps ensure that vSAN always has sufficient free space to maintain the availability and reliability of the vSAN datastore and prevent potential data loss or service disruptions due to insufficient capacity during operations like policy changes. This configuration parameter can be altered while the cluster is operational.,SCG-8.0:vsan-8.operations-reserve,N/A,
